fips,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
46115,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
46117,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
46119,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
46121,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
46123,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
46125,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
46127,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
46129,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
46135,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
46137,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47001,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47003,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47005,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47007,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47009,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47011,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47013,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47015,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47017,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47019,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47021,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47023,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47025,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47027,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47029,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47031,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47033,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
47035,0.6561165104968814,0.6929685291685709,0.690546070306783,0.7142555231797876,0.7509754557630481,0.7345756470237041,0.7619386011026547,0.72838873464169,0.7294005140790562,0.8337062563896644,0.841871818376345,0.8140016537178271,0.9254611785777498,1.0026205879944312,0.8213112978514876,0.860805038291757,0.9435120634224561,0.9226213276765264,0.9145429425082091,0.975764844495048,0.9031386296332498,0.846473697697211,0.8520873564554433,0.7649977149106701,0.8019395521224914,0.8766342351290877,0.9363582808731419,1.0807283755260328,1.0639323085214019,1.0524408188280792
